Screen Name,Twitter ID,Tweet Count,Follower Count,Favorites Count,Friends Count,Name,Created,Language,Latitude,Longitude,Location,Party,Extension round
BonifazK,1004437802,963,70,2,418,Bonifaz Kühne,12/11/12 17:03,de,46.969373,9.48177,Valens,SVP,1
barrylopez,31134998,4044,761,15,1274,Barry Lopez,4/14/09 14:36,fr,46.71242,6.37965,Vallorbe,FDP,1
ronazacharias,1014936704,16,36,0,91,ZACHARIAS Ronald,12/16/12 10:43,fr,46.2212982,6.2021499,Vandœuvres,RR,1
JeunesUDCVaud,557802414,313,415,34,285,Jeunes UDC Vaud,4/19/12 13:37,fr,46.635696,6.532072,Vaud,SVP,1
JLRVaud,160474160,790,572,1,409,JLRV,6/28/10 7:57,fr,46.5613135,6.536765,Vaud,FDP,1
JSVaud,491614610,284,713,39,622,Jeune Socialiste VD,2/13/12 20:42,fr,46.5613135,6.536765,Vaud,SP,1
UDCVaud,1091448444,41,179,0,115,UDCVaud,1/15/13 8:51,fr,46.635696,6.532072,Vaud,SVP,1
VeroniqueHurni,439521495,1,8,0,5,Véronique Hurni,12/17/11 22:00,fr,46.635696,6.532072,Vaud,FDP,1
VertsVD,284951778,60,270,0,11,Les Verts vaudois,4/20/11 8:01,fr,46.5613135,6.536765,Vaud,GPS,1
DAngeloVladimir,444049516,14,1,4,5,D'Angelo Vladimir,12/22/11 20:51,fr,46.4627306,6.8424313,Vevey,CVP,1
jrilliet,30179035,2264,1821,275,824,Julien Rilliet,4/10/09 7:00,fr,46.4627306,6.8424313,Vevey,SP,1
Pa8lo_gabriel,495796774,500,239,39,351,Pablo Gabriel,2/18/12 9:56,fr,46.4627306,6.8424313,Vevey,SP,1
PBD_VD_RIVIERA,2178673152,32,25,9,51,PBD_VD_RIVIERA,11/6/13 19:33,fr,46.4627306,6.8424313,Vevey,BDP,1
PLRVevey,2408578878,17,14,0,24,PLR.Vevey,3/24/14 8:02,fr,46.4627306,6.8424313,Vevey,FDP,1
CarlosA_Pena,16665813,1578,194,74,457,CarlosA_Pena,10/9/08 13:19,fr,47.3487396,7.4162102,Vicques,SP,1
dylankarlen,331653369,590,270,33,391,Dylan Karlen,7/8/11 14:23,fr,46.395401,6.92275,Villeneuve,SVP,1
NicodeAngelisVD,968635638,60,80,19,101,Nicolas de Angelis,11/24/12 19:24,fr,46.395401,6.92275,Villeneuve,SP,1
PSVilleneuve,541990922,308,149,23,201,PS Villeneuve,3/31/12 21:19,fr,46.395401,6.92275,Villeneuve,SP,1
UDCVilleneuve,599918033,172,103,8,108,UDC Villeneuve,6/5/12 7:49,fr,46.395401,6.92275,Villeneuve,SVP,1
SPVisp,486430234,74,54,3,109,SP Visp,2/8/12 8:52,de,46.2944841,7.8852075,Visp,SP,1
ThBurgener,97223692,1107,693,98,510,Thomas Burgener,12/16/09 14:52,de,46.2944841,7.8852075,Visp,SP,1
PhilippKutter,316336539,96,196,7,154,Philipp Kutter,6/13/11 9:07,de,47.2504151,8.6395061,Wädenswil,CVP,1
petarmarj,617568268,3891,1119,2496,876,Petar Marjanovic,6/24/12 23:18,de,47.123,9.3143,Walenstadt,SP,1
FdpAR,320968960,25,69,0,32,FDP.Die Liberalen AR,6/20/11 20:26,de,47.4491106,9.6028173,Walzenhausen,FDP,1
BabaSteinemann,385293664,240,255,241,239,Barbara Steinemann,10/5/11 7:24,de,47.442716,8.481454,Watt,SVP,1
BDPWeinfelden,492511027,53,31,0,34,BDP Weinfelden,2/14/12 20:12,de,47.5658661,9.1101845,Weinfelden,BDP,1
SimoneCurau,1960013784,3,18,1,24,Simone Curau-Aepli,10/14/13 6:23,de,47.5658661,9.1101845,Weinfelden,CVP,1
CVPWettingen,372993236,86,50,2,13,CVP Wettingen,9/13/11 20:05,de,47.4642156,8.3264616,Wettingen,CVP,1
MichaelMerkli,428852601,132,38,0,23,Michael Merkli,12/5/11 7:56,de,47.4642156,8.3264616,Wettingen,BDP,1
Jeanine_Glarner,124862435,186,114,1,32,Jeanine Glarner,3/20/10 20:58,de,47.4152908,8.16537,Wildegg,FDP,1
SabrinaBurgherr,387100149,163,172,8,199,Sabrina Burgherr,10/8/11 13:28,de,47.268431,8.014673,Wiliberg,SVP,1
ThomasBurgherr,353662120,268,101,0,107,Thomas Burgherr,8/12/11 12:57,de,47.268431,8.014673,Wiliberg,SVP,1
RafFischer,243694684,434,454,54,385,Raffael Fischer,1/27/11 16:23,de,47.1211763,7.9924888,Willisau,GPS,1
dieter_egli,309915281,248,206,7,122,Dieter Egli,6/2/11 21:54,de,47.479347,8.217992,Windisch,SP,1
PascalGaehler,459538626,195,119,5,157,Pascal Gähler,1/9/12 19:47,de,47.49995,8.7375646,Winterthur,FDP,1
AnnettaSteiner,355521510,23,76,3,75,AnnettaSteiner,8/15/11 13:55,de,47.49995,8.7375646,Winterthur,GLP,1
bem8400,331602947,26,98,1,25,Beat Meier,7/8/11 12:41,de,47.49995,8.7375646,Winterthur,GLP,1
bettinaschnider,2182849766,106,86,119,175,Bettina Schnider,11/8/13 20:07,de,47.49995,8.7375646,Winterthur,CVP,1
CarolaEtterGick,295860304,15,141,0,49,Carola Etter-Gick,5/9/11 19:48,de,47.49995,8.7375646,Winterthur,FDP,1
ChantalLeupi,393370031,26,57,0,48,Chantal Leupi,10/18/11 12:47,de,47.49995,8.7375646,Winterthur,SVP,1
JFwinterthur,212298304,3,80,0,43,JFW,11/5/10 17:53,de,47.49995,8.7375646,Winterthur,FDP,1
JUSOwinti,1392090636,10,36,0,30,JUSO Winterthur,4/30/13 13:46,de,47.49995,8.7375646,Winterthur,SP,1
MajaIngold,2341633765,55,75,5,44,Maja Ingold,2/13/14 8:30,de,47.49995,8.7375646,Winterthur,EVP,1
ManuelSahli,869510474,93,36,12,68,Manuel Sahli,10/9/12 8:54,de,47.49995,8.7375646,Winterthur,RL,1
MarcoFritschi,29211059,777,239,139,426,Marco Fritschi,4/6/09 14:36,de,47.49995,8.7375646,Winterthur,SP,1
matthiasgubler,209219312,71,91,19,223,Matthias Gubler,10/28/10 19:08,de,47.49995,8.7375646,Winterthur,SVP,1
yvonnegruber,499257256,80,55,42,256,Yvonne R. Gruber,2/21/12 23:08,de,47.496,8.7385,Winterthur,BDP,1
BruelisauerS,2201099955,45,91,20,232,Samuel Brülisauer,11/30/13 0:10,de,47.4626055,9.3877037,Wittenbach,SP,1
arseneperroud,562728765,66,49,1,119,Arsène Perroud,4/25/12 6:30,de,47.3519764,8.2757284,Wohlen,SP,1
leitch_frey,332844876,111,183,0,119,Thomas Leitch,7/10/11 14:38,de,47.3519764,8.2757284,Wohlen,SP,1
MeyerhansCVPSZ,285854240,124,126,1,41,MeyerhansCVPSZ,4/21/11 22:29,de,47.1954994,8.7205,Wollerau,CVP,1
familienmann,237767765,814,274,29,47,Lukas Zimmermann,1/13/11 15:50,de,46.9305476,7.5652984,Worb,EVP,1
MichelOttinger,193637327,39,33,0,39,Michel Ottinger,9/22/10 9:59,de,47.496537,9.108701,Wuppenau,SVP,1
PS_Yvonand,227414487,14,26,0,13,PS Yvonand,12/16/10 19:49,fr,46.7982374,6.7450389,Yvonand,SP,1
orianeengel,121476812,362,550,11,599,Oriane Engel,3/9/10 16:29,fr,46.331712,6.958685,Yvorne,FDP,1
ArniMarco,830417694,242,129,60,167,Marco Arni,9/18/12 5:33,de,47.2927991,7.9439368,Zofingen,GLP,1
marcelthueler,762061896,58,42,1,57,Marcel Thueler-Uhr,8/16/12 18:22,de,47.2927991,7.9439368,Zofingen,SP,1
santenen,45344464,357,229,46,226,Sascha Antenen,6/7/09 14:09,de,47.2927991,7.9439368,Zofingen,SP,1
SPZofingen,1722961586,113,63,3,233,SP Zofingen,9/2/13 17:23,de,47.2927991,7.9439368,Zofingen,SP,1
VivianeHoesli,304432144,147,105,37,141,Viviane Hösli,5/24/11 14:12,de,47.2927991,7.9439368,Zofingen,SP,1
BrunoVanoni1,627412337,44,61,5,102,Bruno Vanoni,7/5/12 14:06,de,46.9982687,7.4513233,Zollikofen,GPS,1
ChrisSchnieper,284003315,6,57,0,25,Christian Schnieper,4/18/11 12:47,de,47.1767007,8.5088658,Zug,CVP,1
DominikSZug,318969267,274,200,20,424,Dominik Schwerzmann,6/17/11 10:45,de,47.1767007,8.5088658,Zug,CVP,1
FDPStadtZug,771147476,81,68,8,42,FDP Stadt Zug,8/21/12 9:06,de,47.1767007,8.5088658,Zug,FDP,1
glp_Kanton_Zug,363111387,19,6,0,1,glp Kanton Zug,8/27/11 15:04,de,47.1767007,8.5088658,Zug,GLP,1
GregorRBruhin,320321464,256,173,1,232,Gregor R. Bruhin,6/19/11 18:13,de,47.1767007,8.5088658,Zug,SVP,1
JolandaSpiess,277636125,495,404,511,1126,Jolanda Spiess,4/5/11 19:27,de,47.1767007,8.5088658,Zug,GPS,1
JUSOZug,598713550,32,146,3,137,JUSO Zug,6/3/12 22:22,de,47.1767007,8.5088658,Zug,SP,1
levin_schmid,312181578,18,58,0,10,Levin Schmid,6/6/11 18:20,de,47.1767007,8.5088658,Zug,GPS,1
AEggenschwiler,269224674,460,58,0,194,A. Eggenschwiler,3/20/11 10:05,de,47.3686498,8.5391825,Zurich,SP,1
_Isabel_Garcia_,105872088,793,333,237,313,Isabel Garcia,1/17/10 19:42,de,47.3686498,8.5391825,Zurich,GLP,1
_Kuyper,60569382,8259,743,45,1090,Matthias Kuyper,7/27/09 11:27,de,47.3686498,8.5391825,Zurich,GLP,1
aburgerabz,22914815,3365,764,400,952,Andreas Burger,3/5/09 12:54,de,47.3686498,8.5391825,Zurich,SP,1
ADSangines,250650617,1459,536,373,449,Alan David Sangines,2/11/11 14:36,de,47.3686498,8.5391825,Zurich,SP,1
al_zuerich,377432459,502,441,7,75,Alternative Liste ZH,9/21/11 15:30,de,47.3686498,8.5391825,Zurich,RL,1
anbarrile,219076403,44,109,0,58,Angelo Barrile,11/23/10 21:31,de,47.3686498,8.5391825,Zurich,SP,1
andereggru,2169849560,12,10,3,35,Ruth Anderegg,11/2/13 8:35,de,47.3686498,8.5391825,Zurich,SP,1
AndiEgli,1933791067,6,0,0,13,Andreas Egli,10/4/13 9:55,de,47.3686498,8.5391825,Zurich,FDP,1
andreashauri,168563924,153,222,46,156,Andreas Hauri,7/20/10 7:04,de,47.3686498,8.5391825,Zurich,GLP,1
AngeloLanini,460005020,6093,351,445,1193,Angelo Lanini,1/10/12 8:43,de,47.3686498,8.5391825,Zurich,SVP,1
AreYouBilingual,182108044,45,73,6,170,Sandra Tinner,8/23/10 21:14,de,47.3686498,8.5391825,Zurich,SP,1
bapeZH,1685822016,0,6,0,31,Petra Baettig,8/20/13 13:52,de,47.3686498,8.5391825,Zurich,FDP,1
cbretscher,28367587,318,207,225,199,Christian Bretscher,4/2/09 16:24,de,47.3686498,8.5391825,Zurich,FDP,1
charli177,1967595878,13,34,0,47,Carlos Mora,10/17/13 21:06,de,47.3686498,8.5391825,Zurich,GLP,1
ChLucek,1870892838,4,15,0,9,Christian Lucek,9/16/13 9:41,de,47.3686498,8.5391825,Zurich,SVP,1
CorneliaKeller1,586382710,5,15,0,12,Cornelia Keller,5/21/12 8:52,de,47.3686498,8.5391825,Zurich,BDP,1
cortesfa,99340649,413,288,46,681,Fabian Cortesi,12/25/09 18:52,de,47.3686498,8.5391825,Zurich,GPS,1
CVP_Zuerich,2255302334,61,133,20,310,CVP Kanton Zürich,12/20/13 17:32,de,47.3686498,8.5391825,Zurich,CVP,1
CVPStadtZH,1598079632,429,108,146,78,CVP Stadt Zürich,7/16/13 10:26,de,47.3686498,8.5391825,Zurich,CVP,1
fdp_zh1,473077192,27,46,0,8,FDP Zürich 1,1/24/12 16:27,de,47.3686498,8.5391825,Zurich,FDP,1
felix_moser,372480800,607,97,74,183,Felix Moser,9/12/11 21:11,de,47.3686498,8.5391825,Zurich,GPS,1
flluethi,507992225,1227,178,386,279,Florian Lüthi,2/28/12 22:08,de,47.3686498,8.5391825,Zurich,GLP,1
g_hassla,1239880592,129,26,52,114,Lukas Baier,3/3/13 21:31,de,47.3686498,8.5391825,Zurich,SP,1
glpzh,370169491,241,281,0,47,Grünliberale Zürich,9/8/11 15:38,de,47.3686498,8.5391825,Zurich,GLP,1
huberfe,381126503,2716,254,157,251,Felix Huber,9/27/11 19:52,de,47.3686498,8.5391825,Zurich,GLP,1
jcvpZH,1142446568,196,162,30,225,Junge CVP Kt. Zürich,2/2/13 13:20,de,47.3686498,8.5391825,Zurich,CVP,1
jf_zhunterland,439140744,12,42,1,62,JF Zürcher Unterland,12/17/11 12:12,de,47.3686498,8.5391825,Zurich,FDP,1
JFZH,93267440,366,385,15,29,Jungfreisinnige ZH,11/28/09 21:57,de,47.3686498,8.5391825,Zurich,FDP,1
jglpZH,1413152004,154,141,11,66,Junge glp Zürich,5/8/13 15:49,de,47.3686498,8.5391825,Zurich,GLP,1
jusozueri,974460312,188,203,17,26,JUSO Stadt Zürich,11/27/12 18:57,de,47.3686498,8.5391825,Zurich,SP,1
kim_in_cloud,402962819,218,302,5,417,Kim Schweri,11/1/11 20:38,de,47.3686498,8.5391825,Zurich,GPS,1
KlemensKaufmann,353285302,30,10,0,30,Klemens Kaufmann,8/11/11 20:55,de,47.3686498,8.5391825,Zurich,CVP,1
kuroobi77,130142332,0,15,0,86,Roger Gerber,4/6/10 12:49,de,47.3686498,8.5391825,Zurich,SVP,1
leererSlot,226280762,110,4,9,36,Düsentrieb,12/13/10 19:48,de,47.3686498,8.5391825,Zurich,SP,1
LewinLempert,608397945,152,106,19,91,Lewin Lempert,6/14/12 17:15,de,47.3686498,8.5391825,Zurich,SP,1
LiebiRoger,299040170,985,438,1,314,Roger Liebi,5/15/11 11:58,de,47.3686498,8.5391825,Zurich,SVP,1
LucaMaggiJG,1125301153,796,420,89,240,Luca Maggi,1/27/13 15:02,de,47.3686498,8.5391825,Zurich,GPS,1
Luchsinger_glp,36306286,170,351,0,205,Martin Luchsinger,4/29/09 6:43,de,47.3686498,8.5391825,Zurich,GLP,1
maede22,254201800,13,9,1,87,Matthias Bürli,2/18/11 20:34,de,47.3686498,8.5391825,Zurich,GLP,1
marcelbuehrig,339561144,8731,692,1065,349,Marcel Bührig,7/21/11 9:07,de,47.3686498,8.5391825,Zurich,GPS,1
MarcoKiefer,338856550,6843,2235,19,1992,Marco Kiefer,7/20/11 6:01,de,47.3686498,8.5391825,Zurich,SVP,1
MarianneAubert,2188894423,11,67,8,93,Marianne Aubert,11/11/13 19:24,de,47.3686498,8.5391825,Zurich,SP,1
MarkusBours,1682803070,2,8,0,28,Markus Bours,8/19/13 9:18,de,47.3686498,8.5391825,Zurich,CVP,1
Michael_Kern,41800256,28,31,5,67,Michael Kern,5/22/09 12:18,de,47.3686498,8.5391825,Zurich,SP,1
michaelbaumer,143770918,153,205,0,116,Michael Baumer,5/14/10 10:27,de,47.3686498,8.5391825,Zurich,FDP,1
MichelFontanive,472207422,13,57,0,219,Michel M. Fontanive,1/23/12 18:20,de,47.3686498,8.5391825,Zurich,FDP,1
michikraft,1325428465,212,186,47,231,Michael Kraft,4/3/13 20:57,de,47.3686498,8.5391825,Zurich,SP,1
michsorg,596317610,329,247,7,319,Michael Sorg,6/1/12 10:00,de,47.3686498,8.5391825,Zurich,SP,1
MonikaRue,238654790,274,46,8,172,Monika Rue,1/15/11 18:08,de,47.3686498,8.5391825,Zurich,SP,1
MSchoenbaechler,352531357,322,115,7,157,Marcel Schönbächler,8/10/11 19:10,de,47.3686498,8.5391825,Zurich,CVP,1
muelm,160563217,459,297,6,250,Marcel Müller,6/28/10 14:37,de,47.3686498,8.5391825,Zurich,FDP,1
NinaFehrZH,2300952242,20,141,5,55,Nina Fehr Düsel,1/20/14 7:32,de,47.3686498,8.5391825,Zurich,SVP,1
peider,96126210,2214,448,103,806,Peider Filli,12/11/09 13:30,de,47.3686498,8.5391825,Zurich,GPS,1
puehrig92,76612985,1694,723,92,1559,Pascal Bührig,9/23/09 10:44,de,47.3686498,8.5391825,Zurich,SP,1
RegulaVogel,468421706,52,36,3,62,Regula Vogel,1/19/12 14:35,de,47.3686498,8.5391825,Zurich,FDP,1
ricobrazerol,97637492,734,275,20,344,Rico Brazerol,12/18/09 10:27,de,47.3686498,8.5391825,Zurich,BDP,1
rolandmunz,20864900,292,256,10,82,Roland Munz Zurich,2/14/09 19:09,de,47.3686498,8.5391825,Zurich,SP,1
RolandScheck,505724394,2187,439,1470,236,Roland Scheck,2/27/12 10:11,de,47.3686498,8.5391825,Zurich,SVP,1
rote_Fee,50958268,1090,195,265,157,Sylvie Fee Matter,6/26/09 7:06,de,47.3686498,8.5391825,Zurich,SP,1
rza1960,476802813,450,296,58,510,Rolf Zaugg,1/28/12 14:18,de,47.3686498,8.5391825,Zurich,FDP,1
samuelbalsiger,40845730,4825,700,737,2001,Samuel Balsiger,5/18/09 9:48,de,47.3686498,8.5391825,Zurich,SVP,1
samuelhaitz,129153002,10638,585,16694,470,sämi,4/3/10 10:10,de,47.3686498,8.5391825,Zurich,SP,1
SchochElisabeth,2210586552,41,31,1,65,Elisabeth Schoch,11/23/13 12:21,de,47.3686498,8.5391825,Zurich,FDP,1
SecondosPlusZH,2455548278,5,53,1,143,Second@s Plus Zürich,4/20/14 21:39,de,47.3686498,8.5391825,Zurich,SP,1
sgilgen,215936438,105,247,31,815,sgilgen,11/15/10 10:18,de,47.3686498,8.5391825,Zurich,SP,1
silvan_amberg,238913030,229,124,5,34,Silvan Amberg,1/16/11 9:49,de,47.3686498,8.5391825,Zurich,FDP,1
silviasteiner,191512726,21,157,18,218,Silvia Steiner,9/16/10 16:54,de,47.3686498,8.5391825,Zurich,CVP,1
SP7und8,1635378410,87,30,0,10,SP 7 und 8,7/31/13 12:29,de,47.3686498,8.5391825,Zurich,SP,1
susanne_brunner,203563165,466,600,1,639,Susanne Brunner,10/16/10 15:25,de,47.3686498,8.5391825,Zurich,SVP,1
sven_zurich,249090301,93,54,39,205,Sven Sobernheim,2/8/11 10:23,de,47.3686498,8.5391825,Zurich,GLP,1
SVP_Stadt_Zueri,331883899,324,457,1,246,SVP Stadt Zürich,7/8/11 21:37,de,47.3686498,8.5391825,Zurich,SVP,1
SVPKaltZH3,571116781,4116,739,1037,1978,Valentin J. Kalt,5/4/12 20:07,de,47.3686498,8.5391825,Zurich,SVP,1
swiss_aramaic,2193872367,629,39,233,83,Viva la vida...,11/24/13 9:25,de,47.3686498,8.5391825,Zurich,SVP,1
team_girod,1209678782,0,11,0,7,Team Girod,2/22/13 20:12,de,47.3686498,8.5391825,Zurich,GPS,1
vzfb,91967575,395,180,0,249,Yves Baer,11/23/09 8:49,de,47.3686498,8.5391825,Zurich,SP,1
wurstundbrot,331221282,1220,424,954,880,Pirmin Meyer,7/7/11 20:49,de,47.3686498,8.5391825,Zurich,GLP,1
zac1967,121068845,27654,2041,1555,1943,Claudio Zanetti,3/8/10 10:36,de,47.3686498,8.5391825,Zurich,SVP,1
Nicolaypolitica,2419160216,18,4,0,21,Gian Linard Nicolay,3/30/14 15:31,de,46.7747002,10.2026997,Ardez,GPS,2
HansMll1988,1884045870,11,71,16,62,Hans Müller,9/19/13 19:04,fr,47.5674422,7.5975507,Basel,SVP,2
EVPBelp,2491744302,2,10,0,88,EVP Belp,5/12/14 17:36,de,46.8927297,7.4981,Belp,EVP,2
svpbelp,915627234,12,15,1,11,SVP Belp,10/30/12 22:31,de,46.8927297,7.4981,Belp,SVP,2
VincentBeringhs,1349271973,0,8,0,17,Vincent Beringhs,4/13/13 13:35,fr,46.46785,6.89397,Blonay,GPS,2
CVP_Chur,719732986,115,22,0,41,Giuliano Racioppi,10/17/13 20:16,de,46.8572621,9.5267305,Chur,CVP,2
etquoiencore,366013236,18,31,0,50,Burri André,9/1/11 12:24,fr,47.3657457,7.3452125,Delémont,CVP,2
FranzGrueter,1140570679,1,50,0,10,FranzGrueter,2/1/13 19:42,de,47.15713,8.169308,Eich,SVP,2
HaenggiThomas,487746246,0,6,0,5,Thomas Hänggi,2/9/12 18:01,de,47.18726,8.74811,Feusisberg,SVP,2
CVP_FR,132469536,4,23,0,0,Sekretariat,4/13/10 9:41,de,46.8016663,7.1455683,Fribourg,CVP,2
Vertliberaux_GE,1266518029,192,100,0,7,Vert'libéraux Genève,3/14/13 8:10,fr,46.1983922,6.1422961,Geneva,GLP,2
SoLochet,76325379,130,61,0,105,Sophie Lochet,9/22/09 12:56,fr,46.1983922,6.1422961,Geneva,SP,2
RogerDeneys,282036814,23,85,0,24,Roger Deneys,4/14/11 12:44,fr,46.1983922,6.1422961,Geneva,SP,2
AdrienFaure_IRL,563234329,1,27,0,11,Adrien Faure,4/25/12 22:14,fr,46.1983922,6.1422961,Geneva,SP,2
JSSF2,1223052469,1,15,0,30,JSSF,2/26/13 21:56,fr,46.1983922,6.1422961,Geneva,SP,2
dsormanni,1030292018,7,12,1,8,Daniel Sormanni,12/23/12 10:19,fr,46.1983922,6.1422961,Geneva,RR,2
Matindenaples,214692112,8277,3157,3,3152,David Lyon,11/12/10 0:38,fr,46.1983922,6.1422961,Geneva,SVP,2
leyvrazrosell,1400260478,1,9,0,3,Leyvraz Eric,5/3/13 17:23,fr,46.1983922,6.1422961,Geneva,SVP,2
PatrikMauchle,428929198,145,10,0,6,Patrik Mauchle,12/5/11 10:34,de,47.4138069,9.2579168,Gossau,CVP,2
brueckenpeter,156024122,39,10,0,5,Dütschler Peter,6/15/10 20:33,de,46.747135,7.648429,Hünibach,FDP,2
PLR_Jura,129249123,18,62,0,11,PLRJ,4/3/10 17:22,fr,47.35667,7.159889,Jura,FDP,2
PaulWiniker,354476421,10,42,0,8,Paul Winiker,8/13/11 19:48,de,47.0335368,8.2818294,Kriens,SVP,2
theoo12,87218286,2,11,0,10,Théo Bregnard,11/3/09 15:49,fr,47.111833,6.838226,La Chaux-De-Fonds,RL,2
vertsdelancy,236559858,67,19,0,8,vertsdelancy,1/10/11 21:38,fr,46.1865184,6.1220857,Lancy,GPS,2
TheEzorn,467656223,262,64,186,57,Florent Brandani,1/18/12 18:13,fr,46.5199617,6.6335971,Lausanne,FDP,2
Zalio21,942206689,62,26,1,62,Alex Porret,11/11/12 20:48,fr,47.0593591,6.7511116,Le Locle,SP,2
MartineDocourt,1295392842,0,6,0,0,Martine Docourt,3/24/13 14:11,fr,46.9813004,6.8958101,Neuchatel,SP,2
ChristaCalpini,1938801468,1,8,0,8,calpini christa,10/5/13 21:00,fr,46.5017014,6.7828102,Puidoux,FDP,2
FMMonney,439556199,33,21,2,8,François M. Monney,12/17/11 22:55,fr,46.5093,6.6616,Pully,BDP,2
PLRradicaux,238103770,25,12,1,1,PLR.Les Radicaux,1/14/11 11:09,fr,46.5093,6.6616,Pully,FDP,2
MumenthalerA,582900170,81,22,0,25,Mumenthaler Annie,5/17/12 16:00,fr,46.5093,6.6616,Pully,SVP,2
HansjorgAmacker,370345772,12,5,0,4,Hansjoerg Amacker,9/8/11 21:33,de,47.1707993,8.9737902,Reichenburg,SP,2
judithuebersax,310076095,0,20,0,15,Judith Uebersax,6/3/11 4:44,de,47.081002,8.633486,Sattel,SVP,2
WahlenSH12,556899365,418,36,165,13,WahlenSH12,4/18/12 14:16,de,47.7077664,8.6414424,Schaffhausen,SP,2
Stephan_Landolt,372021779,9,18,0,4,Stephan Landolt,9/12/11 0:00,de,47.0198346,8.6473977,Schwyz,CVP,2
FranzRutz,497328784,7,8,0,6,Franz Rutz,2/19/12 21:35,de,46.818188,8.227512,Switzerland,CVP,2
AlainNicolet,391945592,1,16,0,5,Alain Nicolet,10/16/11 10:11,fr,46.1864014,6.1897202,Thônex,FDP,2
ReneGutknecht,893798078,0,13,0,7,Gutknecht René,10/20/12 18:41,de,47.3869051,8.4254167,Urdorf,GLP,2
BarbaraThalmann,337772184,1,2,0,0,Barbara Thalmann,7/18/11 15:17,de,47.3484905,8.7175286,Uster,SP,2
PLRVSG,140930988,2,23,0,2,PLR-Villars-sur-Glân,5/6/10 18:50,fr,46.7997354,7.1282096,Villars-sur-Glâne,FDP,2
PDC_Villars,271419585,158,8,0,4,PDC Villars-sur-Glân,3/24/11 13:35,fr,46.7997354,7.1282096,Villars-sur-Glâne,CVP,2
WalterMDuss,315831125,17,14,0,19,Walter Duss,6/12/11 14:28,de,47.4514198,9.0359097,Wilen,SVP,2
markuswenger,266023893,0,38,0,53,Markus Wenger ,3/14/11 14:28,de,47.49995,8.7375646,Winterthur,FDP,2
BergerWthur,472372843,117,83,9,55,David Berger,1/23/12 21:48,de,47.49995,8.7375646,Winterthur,RL,2
HauensteinCVPSZ,490642138,12,10,0,4,Markus Hauenstein,2/12/12 19:21,de,47.1954994,8.7205,Wollerau,CVP,2
CVPStadtZug,409764831,41,65,0,7,CVP Stadt Zug,11/11/11 5:50,de,47.1767007,8.5088658,Zug,CVP,2
aemsfaescht,2379967755,13,40,3,16,äms fäscht,3/3/14 18:25,de,47.3686498,8.5391825,Zurich,RL,2
ALzuerinord,1520176104,48,25,11,8,AL zürinord,6/15/13 19:13,de,47.3686498,8.5391825,Zurich,RL,2